age,gender,ethnicity,years_experience,university_tier,skills_score,interview_score,hired
53,female,group_b,8.9,2,69.34,59.44,0
40,female,group_b,8.5,1,60.96,61.42,0
50,female,group_b,7.5,3,63.81,82.33,0
38,male,group_a,9.0,1,85.34,53.8,1
50,non-binary,group_a,4.3,2,59.28,81.82,0
36,female,group_a,5.8,3,62.67,49.76,0
31,male,group_c,4.4,1,76.89,96.8,1
30,male,group_c,8.3,3,71.18,84.81,1
22,male,group_b,4.0,1,72.26,60.58,1
54,female,group_a,7.2,3,53.51,61.75,0
22,female,group_a,2.7,3,70.01,40.35,1
35,non-binary,group_a,5.6,3,66.0,67.33,0
32,female,group_a,4.9,1,60.91,84.12,0
43,female,group_a,5.7,3,63.8,76.26,0
46,female,group_a,6.4,1,66.92,64.48,0
41,female,group_b,5.4,2,80.12,95.73,1
24,non-binary,group_b,5.3,3,92.22,75.5,0
53,female,group_a,0.0,1,71.65,73.59,0
49,male,group_a,9.3,2,87.61,63.98,1
30,female,group_a,4.1,3,71.69,75.89,0
40,male,group_a,5.3,2,53.12,100.0,1
27,female,group_b,3.5,3,71.06,74.1,1
40,female,group_a,9.0,3,85.29,45.44,0
51,male,group_c,3.3,1,86.67,70.96,1
50,female,group_a,7.5,1,60.14,93.91,1
38,female,group_a,9.5,1,96.38,84.13,1
37,male,group_b,10.9,1,61.84,61.03,1
43,male,group_b,9.6,1,61.92,72.73,0
41,male,group_c,7.9,3,64.34,48.04,1
42,male,group_a,2.4,1,87.26,76.66,1
53,male,group_a,9.9,1,75.08,56.12,1
47,male,group_a,9.6,1,81.01,60.81,1
45,female,group_c,8.5,3,44.63,60.32,0
49,male,group_b,8.4,1,69.83,58.31,1
23,female,group_b,6.2,2,69.14,90.95,0
45,female,group_a,4.5,3,78.55,88.0,0
29,female,group_c,9.3,3,65.01,64.11,0
22,male,group_a,9.8,1,84.32,69.3,1
22,male,group_a,2.9,1,62.47,90.81,0
49,female,group_b,8.8,2,54.27,64.11,1
42,male,group_b,6.8,3,51.42,61.97,1
23,male,group_b,8.7,1,85.16,56.52,0
39,female,group_a,6.8,3,79.28,89.12,0
50,female,group_a,9.4,1,61.41,70.22,0
52,male,group_c,9.1,1,83.31,68.12,1
22,male,group_a,8.7,1,68.51,62.28,1
31,non-binary,group_a,1.9,2,69.1,55.66,0
47,male,group_a,8.5,1,53.53,80.9,1
28,female,group_b,6.2,2,64.14,57.51,0
43,male,group_b,2.7,1,71.78,60.92,1
43,female,group_a,8.2,3,72.89,45.22,0
22,male,group_a,2.0,1,64.0,53.08,1
28,female,group_b,8.7,3,82.06,60.99,1
46,male,group_c,11.1,2,87.24,61.32,1
48,female,group_a,4.5,3,61.14,47.44,1
41,female,group_b,8.8,2,75.19,59.62,1
49,male,group_c,7.4,2,52.85,66.06,1
25,male,group_b,8.0,3,75.34,32.42,1
29,female,group_a,2.0,2,59.35,75.79,1
50,female,group_a,7.9,3,68.75,64.16,1
23,male,group_b,6.5,2,72.56,49.69,1
41,female,group_b,8.3,2,67.74,64.17,1
42,male,group_c,6.1,2,82.68,73.86,1
37,female,group_a,9.3,3,61.56,67.79,0
34,male,group_a,6.9,3,65.15,68.42,1
53,female,group_b,8.1,1,74.35,68.01,0
51,female,group_b,10.1,2,70.18,76.65,0
28,female,group_a,6.6,1,73.53,49.43,1
43,male,group_b,9.0,1,68.14,59.86,0
27,female,group_a,6.8,2,61.24,73.02,1
26,female,group_c,7.6,3,78.28,68.19,1
51,male,group_a,4.5,1,71.5,53.44,0
42,male,group_a,8.4,2,81.03,63.99,1
27,non-binary,group_b,9.7,3,86.04,58.36,1
30,female,group_a,5.8,2,66.51,68.09,0
48,male,group_a,8.4,2,62.03,45.35,1
49,female,group_a,7.4,1,65.35,45.82,0
28,male,group_a,2.8,1,63.09,48.25,0
28,male,group_a,7.1,1,47.59,65.96,1
48,female,group_a,10.0,3,89.64,100.0,1
54,male,group_a,4.7,2,75.38,81.07,1
35,male,group_a,0.8,1,97.63,84.34,1
54,male,group_b,6.7,3,64.16,67.9,1
42,male,group_c,4.2,1,77.49,89.32,1
53,male,group_a,11.7,1,73.82,72.57,1
42,male,group_a,6.0,2,69.84,68.67,1
41,male,group_c,6.1,2,82.0,82.45,1
35,male,group_a,4.2,2,70.7,51.29,1
51,male,group_a,6.8,2,69.76,38.08,1
39,male,group_a,4.4,1,72.53,51.61,0
25,female,group_b,3.4,1,44.82,86.79,0
43,female,group_a,5.9,2,62.35,79.9,0
30,male,group_a,3.7,1,62.15,70.28,1
26,female,group_b,10.0,2,89.74,64.52,0
22,female,group_a,2.7,1,77.45,65.41,0
52,male,group_a,5.9,3,79.74,72.99,0
26,male,group_a,4.1,1,77.94,56.03,1
49,female,group_a,2.0,3,68.45,78.18,0
49,male,group_a,11.0,3,89.78,54.54,1
28,female,group_b,0.0,3,68.28,85.95,1
39,male,group_a,10.4,1,54.34,63.15,1
29,female,group_a,1.9,3,77.96,55.19,0
42,female,group_b,6.4,2,84.32,63.81,0
35,female,group_b,12.8,1,71.89,55.12,1
49,male,group_b,0.0,1,74.91,65.89,1
47,female,group_a,2.1,3,81.78,43.21,0
39,male,group_c,10.0,2,88.38,61.01,0
39,female,group_a,6.6,2,77.44,68.71,0
27,male,group_b,4.5,2,90.14,72.9,0
32,male,group_a,6.0,2,74.06,62.4,1
44,female,group_a,3.3,2,94.94,84.11,1
47,male,group_b,6.5,2,54.81,44.71,1
33,male,group_b,10.5,2,81.64,64.7,1
28,non-binary,group_c,5.0,2,74.05,61.07,0
32,male,group_c,6.5,2,72.11,67.55,1
45,male,group_a,9.6,3,55.94,64.09,0
36,male,group_a,12.0,1,83.14,86.44,1
46,male,group_b,4.4,1,68.48,67.6,0
27,male,group_a,7.0,2,59.26,55.06,1
25,female,group_a,4.5,1,63.44,100.0,0
42,non-binary,group_c,4.2,1,68.06,68.18,0
40,female,group_a,4.9,3,71.92,65.46,0
41,female,group_a,4.2,3,60.26,79.68,0
41,male,group_a,1.0,2,60.09,59.53,0
44,female,group_a,0.3,2,75.53,64.58,0
54,female,group_a,4.0,2,69.91,79.37,0
32,female,group_a,6.5,2,93.45,51.53,1
31,female,group_b,9.7,2,65.86,61.47,0
30,female,group_a,4.5,3,79.33,80.44,0
37,male,group_a,5.6,1,90.86,92.09,1
38,female,group_a,8.0,1,68.43,66.54,0
52,male,group_a,8.3,2,82.12,66.2,1
27,male,group_c,5.8,2,74.23,82.44,0
26,female,group_a,5.9,1,71.35,47.54,1
48,female,group_c,11.6,2,89.27,58.17,0
51,male,group_a,5.1,1,59.29,56.82,1
23,female,group_b,4.7,2,63.77,39.64,0
34,female,group_b,1.3,1,50.31,28.15,0
40,male,group_a,7.4,2,69.35,62.08,1
33,male,group_a,5.3,1,82.1,80.0,1
27,male,group_a,11.7,1,67.8,76.7,1
54,female,group_a,5.1,3,80.21,84.85,0
26,female,group_a,8.5,2,61.98,30.42,1
34,female,group_a,8.8,1,83.92,65.63,0
42,male,group_a,10.9,2,69.43,85.8,1
30,female,group_a,2.3,3,65.23,55.79,1
46,female,group_a,10.7,3,89.64,49.88,1
28,male,group_a,6.1,1,70.61,72.36,1
53,male,group_a,5.8,3,77.34,67.8,1
44,male,group_b,5.2,1,72.12,76.32,0
54,female,group_a,4.9,2,78.84,67.55,0
42,female,group_c,5.1,1,72.13,84.57,0
31,male,group_a,0.0,3,56.87,77.1,1
29,male,group_c,7.6,2,73.98,71.14,1
41,male,group_a,6.3,1,76.23,62.52,1
38,male,group_a,3.3,1,75.19,77.29,1
52,female,group_a,5.9,2,68.09,58.61,0
31,male,group_c,12.9,1,91.62,80.74,1
30,male,group_a,7.2,2,62.33,83.36,0
49,male,group_b,5.0,2,72.14,80.58,1
47,female,group_b,11.1,2,73.16,50.25,0
33,female,group_a,3.8,3,58.24,73.7,1
39,male,group_a,5.7,1,57.0,72.75,1
42,male,group_a,4.5,2,78.37,79.6,1
49,male,group_a,5.4,3,78.5,46.45,1
52,non-binary,group_b,8.2,3,72.33,59.51,0
37,female,group_a,7.8,3,52.23,66.65,1
29,male,group_c,4.0,2,67.37,86.75,0
24,female,group_a,5.7,1,73.48,59.56,0
53,male,group_a,6.4,1,77.87,79.93,1
47,female,group_b,4.9,2,84.4,69.73,1
38,male,group_a,6.0,2,75.96,94.13,0
48,female,group_b,4.0,1,81.81,72.18,1
43,male,group_a,3.9,3,89.84,45.71,1
39,male,group_a,6.2,1,43.81,63.94,0
30,female,group_a,3.1,2,82.14,71.24,1
27,female,group_a,7.3,2,65.67,85.08,1
44,male,group_c,5.5,3,76.25,76.81,0
26,male,group_a,3.4,2,73.12,63.89,1
45,male,group_a,4.3,1,58.94,50.44,0
34,male,group_b,4.7,1,60.3,68.2,1
41,male,group_c,5.6,3,75.71,66.09,0
22,male,group_a,6.4,1,68.62,85.97,1
50,male,group_c,5.5,2,79.11,80.47,0
43,male,group_a,3.6,2,66.25,48.58,0
37,female,group_b,10.3,2,95.39,36.02,0
39,male,group_a,8.7,2,67.75,62.11,1
22,male,group_a,6.4,1,94.55,71.47,1
50,male,group_a,8.9,2,61.94,54.48,1
52,female,group_b,7.0,3,77.12,60.69,0
53,male,group_a,5.3,1,83.63,84.04,1
40,male,group_b,6.3,1,55.59,77.87,0
51,female,group_c,13.9,2,59.54,44.14,0
42,male,group_a,9.0,2,75.34,72.54,1
54,female,group_a,9.1,2,83.87,69.97,1
41,female,group_b,4.9,2,86.38,65.01,0
33,male,group_a,7.8,1,77.04,75.53,0
23,female,group_a,12.7,1,82.72,75.82,0
25,male,group_a,7.3,1,57.27,100.0,0
31,male,group_b,9.2,1,65.78,70.95,0
45,male,group_c,9.8,1,87.26,57.79,1
24,female,group_c,8.0,3,64.29,60.97,0
27,non-binary,group_b,10.7,3,67.88,77.66,1
43,male,group_a,6.8,3,50.66,94.31,1
45,female,group_c,7.5,2,68.46,76.15,0
50,male,group_b,4.3,2,52.34,75.19,1
44,male,group_a,13.8,2,74.77,71.5,0
43,non-binary,group_c,7.0,1,87.55,61.72,1
34,female,group_a,6.4,2,74.23,68.87,1
48,male,group_b,10.1,1,72.55,51.22,0
43,female,group_b,4.7,2,66.02,78.08,1
32,male,group_c,6.1,3,76.94,74.35,1
27,male,group_b,3.8,1,57.86,70.36,1
23,male,group_c,6.2,1,65.31,56.08,1
53,non-binary,group_a,5.0,3,95.44,64.26,0
35,male,group_a,7.7,2,55.6,60.01,1
52,female,group_a,5.7,1,64.1,72.04,1
27,female,group_a,4.3,3,54.55,63.94,1
26,male,group_a,5.2,2,84.74,72.84,0
32,female,group_a,5.7,1,67.86,80.65,0
28,male,group_a,4.6,2,55.95,85.28,1
29,female,group_a,8.8,2,56.15,53.84,0
24,female,group_a,8.0,2,83.3,63.3,1
27,female,group_b,6.5,1,78.29,52.88,0
26,non-binary,group_a,2.6,1,79.71,85.02,0
44,male,group_c,7.6,2,69.8,56.25,1
50,female,group_b,2.4,1,80.86,86.4,0
41,male,group_a,6.6,2,85.63,61.02,1
39,female,group_a,6.2,1,78.17,82.0,0
49,female,group_a,4.4,2,52.09,60.48,0
51,non-binary,group_a,3.7,1,47.86,64.84,0
54,male,group_a,4.1,2,53.66,69.62,1
52,male,group_a,12.0,2,73.54,69.15,1
29,non-binary,group_a,5.3,2,53.24,65.91,0
37,non-binary,group_a,5.5,2,57.99,77.08,0
52,male,group_a,8.9,2,70.82,84.35,0
53,non-binary,group_c,7.3,3,60.3,79.75,0
47,male,group_a,9.1,2,55.67,61.33,1
47,male,group_a,2.5,1,81.42,42.54,0
40,female,group_a,2.9,2,76.02,69.48,0
53,male,group_a,15.7,3,79.41,29.03,0
54,male,group_a,6.0,1,80.93,77.18,0
46,male,group_a,5.2,2,86.91,76.47,1
38,male,group_a,6.5,1,69.84,51.28,1
22,male,group_a,9.0,2,68.13,75.94,0
22,male,group_b,2.6,3,50.04,58.88,1
25,female,group_a,6.9,1,67.45,85.31,0
26,female,group_b,6.0,1,63.33,57.46,0
31,female,group_a,8.0,1,82.25,56.53,0
32,female,group_a,6.6,3,77.94,58.98,1
30,male,group_a,4.5,1,87.15,71.23,1
44,male,group_a,3.6,2,82.74,53.73,0
29,male,group_a,0.0,2,83.83,98.88,0
40,male,group_a,8.9,2,76.25,62.86,0
47,female,group_b,1.8,2,71.76,91.98,1
44,male,group_a,4.9,2,65.75,64.05,1
23,male,group_a,10.9,1,69.92,63.62,0
22,female,group_a,4.9,3,59.14,58.24,0
39,male,group_b,7.8,2,74.61,57.54,1
30,male,group_b,5.5,2,69.14,73.97,1
22,female,group_a,8.1,2,46.69,84.39,1
40,female,group_a,6.2,3,38.95,69.44,1
27,male,group_b,4.6,1,61.67,55.73,1
43,female,group_b,10.0,2,64.67,70.89,1
41,male,group_a,5.3,2,66.57,57.13,1
36,male,group_b,2.2,1,84.94,31.23,1
37,female,group_b,5.1,2,62.79,69.69,0
29,male,group_a,7.6,2,55.38,44.03,1
26,male,group_a,2.9,1,74.4,59.29,1
32,female,group_b,8.3,2,81.53,68.7,0
29,female,group_a,8.3,1,88.94,62.47,0
47,male,group_a,12.2,1,58.32,64.37,0
48,female,group_a,4.2,3,67.08,89.18,0
45,male,group_c,8.0,1,65.08,81.08,0
33,non-binary,group_a,1.3,3,87.35,88.75,0
30,male,group_a,4.9,1,78.01,70.89,0
54,male,group_a,6.4,2,70.24,71.08,1
53,male,group_c,7.3,2,78.3,92.19,1
49,non-binary,group_a,5.9,3,65.85,59.4,0
23,male,group_b,5.8,2,67.62,72.53,1
40,female,group_a,4.3,2,69.55,69.8,0
29,non-binary,group_a,4.8,1,64.18,71.99,0
25,non-binary,group_a,7.0,2,67.04,76.15,0
36,male,group_b,7.7,1,74.0,69.61,1
52,female,group_a,7.9,2,72.7,79.07,0
48,female,group_b,8.9,1,86.96,56.39,1
31,female,group_a,9.5,3,79.83,74.76,0
40,male,group_a,0.9,1,69.06,53.69,0
53,male,group_a,4.6,1,44.7,82.7,1
44,male,group_a,5.6,1,52.87,81.36,0
34,male,group_a,4.2,2,64.1,65.09,0
53,female,group_a,9.1,3,65.46,60.96,0
37,male,group_a,8.2,3,54.81,67.54,1
34,male,group_a,5.8,1,65.53,75.46,1
43,male,group_b,6.4,1,71.14,47.23,1
27,male,group_a,9.7,1,62.55,54.16,1
24,male,group_a,5.1,1,68.18,80.7,0
35,female,group_b,5.2,2,68.72,64.93,0
24,male,group_c,8.7,3,61.72,50.3,1
40,male,group_a,7.4,2,59.87,37.48,1
46,female,group_a,10.2,3,68.29,61.77,1
26,male,group_a,7.1,1,72.83,43.86,1
25,male,group_a,8.2,1,57.81,69.52,1
23,non-binary,group_b,4.5,3,46.33,66.66,0
23,female,group_a,3.4,3,58.77,92.84,1
45,female,group_a,6.1,3,75.52,50.67,0
41,male,group_a,0.0,2,51.21,76.41,1
54,male,group_c,7.3,1,80.31,51.38,1
27,male,group_a,8.9,2,62.98,53.62,1
52,male,group_b,6.3,2,71.14,64.85,1
47,male,group_b,5.4,1,60.82,56.14,1
34,male,group_a,9.2,2,76.34,92.49,0
42,female,group_a,6.0,2,70.24,66.91,0
36,male,group_a,8.9,1,73.9,57.39,1
22,male,group_a,12.4,3,47.38,99.14,1
49,female,group_a,8.2,2,77.91,56.77,0
24,male,group_a,8.8,2,50.41,62.5,1
54,male,group_b,7.5,2,65.82,64.72,0
50,male,group_a,6.8,1,75.56,56.97,1
33,female,group_a,6.9,1,67.43,75.77,1
52,female,group_a,6.3,3,75.33,83.78,1
53,female,group_b,9.2,1,71.54,49.96,0
25,female,group_a,1.4,1,70.66,60.88,0
45,male,group_a,5.3,2,60.37,62.34,0
29,male,group_a,8.0,1,81.09,48.42,1
26,female,group_b,3.7,3,82.44,49.51,0
29,non-binary,group_b,5.8,2,63.49,62.37,0
36,female,group_a,4.1,2,59.39,55.15,1
39,female,group_a,7.3,3,71.94,71.64,1
22,female,group_a,8.6,2,60.98,78.52,0
43,male,group_c,10.3,1,71.17,69.89,1
35,female,group_a,7.5,3,78.92,71.24,0
47,male,group_a,4.0,1,77.17,54.84,1
39,male,group_c,6.8,1,86.45,59.16,1
38,female,group_a,7.7,3,74.86,72.61,0
48,female,group_a,10.1,1,57.72,75.09,0
23,female,group_b,0.0,2,59.86,66.11,1
32,male,group_c,7.1,2,75.68,74.69,0
44,male,group_a,0.8,1,91.31,63.9,1
43,male,group_a,8.1,1,65.55,51.48,0
30,female,group_a,7.4,2,59.17,71.49,0
43,non-binary,group_a,7.5,2,85.45,61.53,1
34,male,group_a,8.6,2,68.16,44.2,1
39,female,group_a,7.2,2,77.48,78.66,0
50,male,group_b,4.2,1,81.84,72.46,1
42,male,group_a,7.1,2,58.4,77.12,0
44,female,group_c,9.5,2,65.51,60.87,1
37,male,group_a,5.7,3,63.26,87.35,1
41,male,group_a,6.2,2,75.58,73.75,1
42,male,group_a,2.6,3,76.99,80.48,0
26,female,group_a,9.4,2,63.94,58.43,0
37,female,group_a,4.6,2,75.9,63.05,1
31,female,group_a,4.0,2,49.3,84.61,1
52,female,group_a,4.8,3,73.53,66.91,1
31,male,group_a,3.6,1,73.46,67.59,1
25,male,group_a,5.4,2,69.59,87.41,1
51,non-binary,group_a,9.7,1,53.12,82.9,1
50,female,group_a,8.4,2,68.42,70.38,0
50,male,group_b,10.2,1,57.4,93.05,1
46,male,group_c,10.3,1,85.99,47.21,1
37,non-binary,group_a,3.5,3,66.28,66.42,0
22,female,group_c,7.5,2,67.2,59.86,0
34,male,group_b,10.4,2,68.29,87.19,0
45,female,group_a,12.7,2,75.66,88.61,1
32,female,group_a,2.0,3,70.42,60.86,0
33,male,group_c,2.0,1,75.61,69.3,0
52,non-binary,group_a,7.4,2,59.05,80.0,0
38,non-binary,group_a,5.1,1,82.01,74.39,0
30,male,group_b,3.2,1,63.99,70.95,1
39,male,group_b,7.2,1,78.11,80.81,0
51,male,group_c,3.8,1,72.22,93.58,1
46,female,group_a,0.0,2,81.66,69.04,0
39,female,group_a,6.0,3,68.72,52.56,0
38,female,group_a,6.4,3,52.9,65.97,0
47,female,group_a,7.9,2,56.56,66.93,0
42,male,group_b,8.8,3,66.98,62.36,1
49,female,group_c,6.6,2,85.18,76.85,1
29,male,group_a,5.4,2,64.8,77.3,1
41,female,group_a,4.2,2,70.17,79.63,0
24,male,group_a,1.4,1,83.69,73.88,1
42,male,group_a,4.8,2,63.19,70.98,1
44,non-binary,group_a,8.9,2,73.0,53.74,1
27,female,group_c,7.9,2,72.73,62.88,0
54,male,group_a,11.9,1,62.78,55.93,1
45,male,group_b,5.6,2,72.14,71.79,1
24,female,group_c,1.0,3,81.36,65.9,0
53,male,group_a,8.4,1,81.37,66.95,1
52,male,group_c,9.0,1,65.76,74.53,1
22,male,group_b,2.7,2,100.0,63.56,1
34,female,group_b,1.4,2,73.49,81.77,0
43,male,group_a,6.5,2,66.43,81.5,1
43,female,group_a,8.1,2,61.41,54.87,1
38,male,group_a,2.9,1,58.45,85.01,1
30,female,group_c,5.1,3,78.76,62.98,0
53,male,group_b,3.8,1,37.04,57.8,1
44,female,group_a,2.7,2,67.82,63.28,0
28,non-binary,group_a,2.3,2,54.06,50.53,0
36,male,group_a,6.5,1,67.62,72.03,1
22,male,group_b,5.0,2,69.16,83.59,1
48,female,group_a,4.1,1,54.81,47.25,0
22,male,group_c,0.0,1,58.42,73.18,1
31,female,group_b,11.1,3,83.84,75.27,0
29,male,group_a,3.4,2,63.32,76.28,1
32,female,group_a,5.7,1,69.47,76.08,0
37,male,group_a,2.8,1,65.99,73.3,0
42,female,group_c,7.1,2,78.89,61.28,0
26,female,group_a,1.7,2,83.29,79.39,0
25,male,group_a,6.3,1,79.88,71.94,0
23,female,group_a,5.5,3,75.77,78.12,0
54,female,group_a,8.7,2,75.88,71.65,0
26,male,group_a,2.9,1,56.17,64.02,1
42,male,group_a,4.2,1,84.28,66.88,1
51,male,group_a,5.4,3,63.24,75.61,1
54,male,group_a,12.0,1,59.53,81.35,1
35,female,group_c,1.8,2,65.3,42.02,0
27,male,group_c,6.9,2,60.59,50.45,1
43,female,group_a,4.2,3,74.18,45.73,1
45,non-binary,group_a,6.9,1,77.68,60.4,1
40,non-binary,group_b,7.9,1,83.97,58.56,1
28,female,group_a,6.4,2,68.47,70.12,1
50,female,group_a,6.8,1,62.83,63.42,1
24,male,group_a,6.8,2,66.4,85.21,1
38,non-binary,group_a,4.4,2,56.34,59.25,0
36,male,group_a,5.4,2,61.25,57.99,1
39,female,group_b,1.3,3,92.04,56.5,1
37,female,group_a,5.0,3,60.86,63.45,1
37,female,group_a,3.8,3,64.37,69.6,0
40,female,group_a,5.3,1,76.63,60.99,0
31,male,group_a,8.1,2,72.42,55.12,1
37,female,group_c,7.1,2,78.17,49.25,0
43,male,group_a,7.4,2,59.77,69.86,1
28,male,group_a,9.2,2,57.52,60.11,0
48,male,group_b,0.0,2,84.4,54.31,1
44,female,group_a,7.3,2,61.9,63.8,0
43,female,group_b,6.0,3,68.44,71.82,0
30,male,group_a,5.7,2,71.94,94.67,0
53,male,group_a,2.3,1,48.72,89.04,1
31,male,group_b,7.6,2,67.37,55.54,0
48,male,group_a,9.3,3,62.21,61.39,1
47,male,group_c,9.0,3,75.44,41.34,1
54,female,group_a,5.8,1,66.03,41.24,1
44,male,group_a,7.8,2,44.2,42.76,0
52,male,group_c,8.7,1,78.41,79.48,0
45,male,group_a,11.2,1,40.75,65.32,1
38,female,group_a,9.5,2,64.91,47.78,0
52,male,group_a,6.4,1,61.72,58.37,0
41,male,group_b,6.3,2,62.64,60.62,1
50,male,group_a,6.5,1,69.39,58.5,1
23,female,group_a,6.7,2,80.25,86.84,0
29,male,group_b,4.6,3,59.71,41.6,1
35,female,group_b,8.2,3,62.63,61.25,0
54,male,group_b,4.0,1,77.9,70.57,1
38,female,group_c,3.7,3,75.24,73.69,0
39,male,group_a,7.0,1,77.6,38.3,1
29,female,group_c,4.4,1,73.28,69.76,0
40,female,group_a,5.3,2,66.78,50.51,0
54,female,group_a,0.1,3,64.02,59.59,1
31,male,group_a,8.3,2,64.19,46.11,1
50,male,group_a,6.0,1,79.75,77.56,1
34,non-binary,group_a,5.6,1,86.39,100.0,1
40,male,group_b,7.3,1,91.87,80.79,1
40,male,group_a,6.6,1,57.81,63.33,1
50,non-binary,group_a,4.0,1,66.86,43.92,0
23,male,group_c,11.8,1,69.59,78.92,0
22,male,group_a,4.7,1,67.68,83.28,1
45,male,group_a,8.8,1,56.82,52.65,1
35,male,group_a,11.2,1,94.14,79.88,1
33,male,group_a,4.2,2,86.58,43.42,0
51,female,group_c,6.3,2,67.69,50.31,1
44,male,group_a,3.7,2,64.42,69.27,1
22,male,group_a,9.0,2,69.45,48.76,1
46,female,group_b,5.1,2,55.9,77.42,0
40,female,group_a,2.9,2,65.72,86.4,1
42,female,group_b,9.8,1,78.28,68.21,0
26,male,group_a,8.6,1,88.25,73.96,1
24,female,group_a,3.5,3,79.61,88.76,0
36,female,group_a,9.4,3,84.21,74.34,0
40,male,group_b,6.6,1,57.63,84.9,1
44,female,group_a,13.8,2,32.95,86.61,0
33,male,group_a,10.9,2,85.14,53.53,1
26,female,group_a,4.4,3,71.64,96.74,0
45,male,group_a,5.2,2,68.63,83.36,1
49,female,group_c,3.5,2,88.47,69.67,1
45,female,group_a,6.4,3,58.67,78.65,0
28,female,group_a,6.1,2,58.75,71.93,1
38,male,group_a,8.1,1,61.15,70.79,1
54,non-binary,group_a,6.3,3,87.88,54.43,0
46,female,group_a,1.8,2,80.28,62.38,1
33,male,group_a,3.7,2,49.36,63.32,1
26,male,group_b,10.1,1,88.35,82.27,1
36,female,group_a,9.3,3,69.72,74.18,1
48,male,group_b,5.5,2,74.41,73.24,1
31,female,group_a,5.6,2,60.8,66.3,0
53,female,group_a,5.5,3,90.89,84.65,0
40,female,group_c,6.1,3,74.53,35.21,1
51,female,group_c,1.2,3,84.51,55.71,1
28,male,group_a,8.6,1,58.24,80.52,1
48,male,group_c,4.1,1,77.5,62.34,1
29,male,group_a,6.4,2,70.59,76.42,1
35,female,group_a,0.0,3,67.0,88.99,0
28,male,group_a,6.7,2,60.32,78.54,1
52,female,group_a,9.8,2,61.6,48.25,0
40,male,group_b,0.0,1,56.27,64.85,0
40,non-binary,group_a,10.4,2,62.01,52.53,1
25,non-binary,group_a,7.4,2,69.27,74.18,1
29,male,group_b,3.9,1,76.19,81.69,1
36,non-binary,group_a,1.5,3,51.81,64.69,0
39,female,group_c,9.3,2,57.77,74.7,0
25,male,group_a,6.7,2,62.58,65.21,1
50,male,group_a,7.7,1,50.91,93.48,0
38,male,group_a,5.2,1,66.27,69.66,0
44,female,group_a,3.7,2,66.54,70.97,0
22,male,group_b,8.5,3,67.37,75.44,1
49,male,group_a,3.3,2,74.24,81.98,0
26,male,group_a,8.6,2,80.29,77.17,1
23,female,group_a,1.2,3,78.68,67.55,1
40,female,group_b,3.3,2,72.73,68.67,0
54,non-binary,group_a,1.8,3,76.29,74.72,0
54,male,group_a,9.8,1,60.48,75.81,1
52,female,group_a,1.0,2,58.81,62.96,0
36,male,group_a,2.7,3,76.92,60.27,0
38,male,group_a,7.9,1,75.99,64.83,1
35,non-binary,group_a,6.7,2,94.57,74.13,1
52,male,group_c,12.3,2,66.98,62.02,0
52,female,group_a,11.3,1,58.29,53.6,0
28,female,group_b,7.8,2,72.87,63.53,1
39,male,group_b,8.0,2,64.43,61.45,0
34,female,group_a,0.8,1,59.39,76.05,0
46,male,group_a,3.5,1,85.12,61.14,1
27,female,group_a,5.1,2,91.54,62.56,0
36,male,group_a,5.5,1,73.79,92.91,0
44,male,group_a,2.1,2,62.1,73.94,1
52,female,group_c,3.3,2,72.47,55.7,0
52,male,group_a,3.6,2,68.94,83.98,0
47,male,group_a,9.0,1,53.7,63.15,1
52,female,group_b,7.2,1,79.09,57.22,0
25,male,group_a,5.0,2,73.5,76.62,1
24,female,group_a,5.2,1,83.9,49.25,0
35,female,group_a,6.8,2,63.23,67.14,0
47,female,group_a,4.0,2,69.39,75.49,1
26,male,group_b,5.2,1,68.25,77.94,1
40,female,group_a,1.1,3,49.89,61.02,0
51,non-binary,group_a,7.9,2,98.26,61.39,1
29,male,group_b,8.8,2,45.7,66.9,1
34,female,group_a,7.0,3,56.51,84.13,0
51,male,group_c,7.4,1,65.53,44.19,1
46,female,group_a,7.0,2,51.73,78.93,0
39,female,group_a,11.9,1,74.42,72.02,0
24,female,group_a,6.6,3,64.3,86.21,1
23,female,group_a,2.2,2,70.47,53.16,0
38,female,group_b,3.0,3,72.3,83.36,0
34,male,group_a,8.0,2,70.5,56.53,1
24,female,group_a,9.1,2,70.77,72.04,1
44,male,group_b,8.2,1,67.93,62.84,1
54,male,group_a,8.4,2,74.55,35.44,1
50,male,group_a,6.5,2,78.94,67.29,1
33,female,group_a,1.7,2,66.75,73.28,0
28,female,group_a,4.0,3,64.57,79.53,0
33,non-binary,group_a,0.8,2,65.11,59.7,0
41,male,group_b,4.9,1,73.23,52.57,1
47,male,group_b,2.1,3,65.49,77.48,1
24,male,group_c,6.3,3,65.34,63.34,1
40,female,group_b,5.5,1,52.45,81.98,1
52,female,group_c,0.4,2,91.85,87.02,0
39,female,group_b,8.1,2,55.6,65.0,1
22,female,group_a,8.2,2,89.02,65.83,0
26,female,group_a,2.0,2,78.91,58.51,0
54,male,group_a,6.4,3,81.54,41.16,1
42,male,group_a,8.1,1,72.78,68.02,1
40,male,group_a,5.2,1,75.45,77.78,1
40,female,group_b,8.4,1,73.15,82.22,0
46,female,group_b,6.5,2,76.62,67.84,0
36,male,group_b,9.1,2,79.47,92.71,0
44,male,group_a,6.5,1,87.34,61.17,0
36,male,group_a,5.5,3,58.45,67.82,0
38,female,group_a,7.5,2,75.49,60.91,0
