age,gender,caste,income,zip_code,education,loan_amount,credit_score,approved
55,male,general,86148.56,100-307,graduate,13477.64,697.48,1
38,female,obc,80961.07,202-893,graduate,41597.35,,1
39,male,general,105389.72,101-647,graduate,24651.09,661.05,0
23,male,obc,91375.59,202-840,high_school,25455.26,741.1,1
32,male,general,94697.84,100-161,postgraduate,17705.34,764.02,1
53,male,general,100235.9,100-420,postgraduate,26709.73,679.67,1
24,female,st,49632.23,400-571,graduate,11465.85,642.22,0
30,male,obc,68163.13,200-618,postgraduate,18036.35,664.85,1
55,female,obc,73502.21,202-189,postgraduate,14202.03,753.87,0
59,female,general,76670.4,100-584,high_school,36635.96,752.79,1
39,male,obc,58785.08,200-698,graduate,10132.91,690.68,1
38,male,sc,90649.47,301-425,high_school,14387.06,650.88,0
43,female,obc,87590.77,200-550,graduate,6571.7,739.55,0
54,female,obc,47213.06,202-363,postgraduate,16989.89,769.26,0
41,female,obc,61973.92,202-882,high_school,20864.31,600.06,0
28,female,general,64452.25,100-638,postgraduate,33800.02,667.22,0
39,male,obc,114245.77,200-595,high_school,23002.02,,1
32,male,st,97693.26,401-948,high_school,21304.72,,0
51,female,obc,50702.17,200-697,high_school,27699.17,653.13,0
27,male,general,99789.66,100-351,graduate,21013.87,690.19,1
47,female,obc,95237.41,202-676,graduate,46689.17,,1
26,male,obc,82254.09,201-964,postgraduate,19680.97,618.02,1
63,female,st,53843.85,401-121,high_school,28723.41,684.99,0
49,male,obc,98189.1,200-663,postgraduate,32438.1,700.2,0
27,male,general,86459.24,102-240,graduate,19422.57,653.0,1
63,male,general,119684.84,101-833,postgraduate,26488.35,637.13,1
46,male,obc,84382.64,202-675,graduate,20492.39,650.42,0
47,female,general,47553.51,102-942,graduate,27466.19,626.6,1
23,male,obc,83650.25,202-701,graduate,25908.32,726.78,1
29,male,sc,92642.28,301-115,graduate,23737.45,625.9,0
56,male,obc,79825.56,200-558,high_school,14599.93,690.4,0
41,male,general,99230.79,102-912,graduate,41773.25,659.42,1
48,female,obc,70875.71,202-308,graduate,30277.59,641.16,1
64,male,obc,74074.92,202-174,postgraduate,10702.26,755.42,1
39,non-binary,general,68608.17,100-747,graduate,21216.67,672.81,1
37,male,obc,95885.59,202-551,graduate,10875.44,643.18,0
56,female,obc,72833.77,200-142,graduate,31858.73,637.92,0
23,male,sc,75957.02,301-351,graduate,24803.96,698.65,0
41,male,general,97124.81,101-393,postgraduate,25036.7,725.46,1
58,female,general,63024.89,100-700,graduate,17418.69,749.89,1
31,non-binary,obc,82689.9,202-523,graduate,22159.92,670.78,0
34,female,general,74271.79,101-537,graduate,32084.66,,1
41,male,general,89771.24,101-825,graduate,34502.49,687.2,1
24,male,sc,90198.21,301-350,graduate,32617.79,689.19,1
24,female,general,61223.62,100-704,graduate,11030.5,637.54,1
32,male,obc,97403.07,201-430,graduate,23324.96,760.43,1
60,female,st,60598.12,401-476,graduate,27279.82,681.22,1
30,female,obc,96194.65,201-599,high_school,18387.02,709.41,0
53,female,obc,58292.33,200-725,graduate,10068.86,703.35,1
39,female,obc,61022.24,202-949,graduate,13420.33,702.22,1
54,female,general,57938.76,101-341,postgraduate,38497.97,624.77,1
35,male,general,80540.47,101-193,graduate,14276.85,679.65,1
59,male,obc,84609.55,202-485,high_school,25428.05,805.44,0
37,female,general,76311.41,100-591,graduate,23592.99,767.29,1
55,male,general,105324.46,102-304,postgraduate,23615.96,688.64,1
57,male,general,99139.52,101-900,high_school,22121.25,659.82,1
40,male,sc,79359.29,301-818,graduate,32102.23,,0
50,female,general,60092.75,101-543,graduate,25320.52,652.65,1
26,female,sc,42664.37,300-504,postgraduate,19369.11,675.69,0
42,female,general,59203.57,100-136,high_school,25462.09,662.55,0
37,male,obc,72868.21,202-582,graduate,13502.1,666.38,1
62,male,general,114010.02,101-635,postgraduate,29283.5,714.23,1
62,female,general,92720.12,101-901,graduate,18871.3,,0
55,male,obc,63897.92,201-550,postgraduate,19389.66,695.0,1
62,female,obc,67049.69,201-241,graduate,29617.43,673.94,0
63,female,general,70817.69,100-261,postgraduate,21334.16,631.47,1
54,male,obc,93923.32,200-243,graduate,21840.85,772.08,1
47,male,obc,82701.58,200-943,postgraduate,35508.67,721.13,1
29,male,general,109315.2,101-813,graduate,16241.31,636.75,1
56,female,obc,68746.68,201-841,postgraduate,29485.47,708.45,1
29,female,general,81477.7,102-855,high_school,33545.72,,1
29,male,obc,80674.83,200-185,high_school,35502.07,,1
59,female,general,47635.44,100-731,high_school,44588.68,,1
26,male,obc,97088.68,201-733,postgraduate,19220.74,699.33,1
27,male,general,81518.79,102-302,postgraduate,17188.58,,1
43,female,obc,77764.39,201-541,graduate,32354.94,734.28,1
46,male,obc,61227.3,200-695,high_school,33462.17,713.62,0
23,male,st,75440.44,400-906,postgraduate,17883.39,665.37,1
37,female,obc,54377.09,200-199,graduate,29363.24,731.5,1
30,male,sc,78846.73,300-902,graduate,49517.86,587.11,0
34,female,general,70655.39,102-929,high_school,25941.98,643.29,1
28,male,general,100547.3,102-930,high_school,33311.49,674.67,1
50,male,general,103956.33,101-104,high_school,39190.64,710.13,1
41,male,obc,101569.81,201-298,postgraduate,47533.72,662.13,0
63,male,obc,88598.64,200-721,graduate,27211.3,,1
21,male,sc,113021.86,300-389,high_school,36277.3,574.15,0
55,male,obc,110419.26,201-154,postgraduate,17903.55,676.25,1
61,female,obc,58632.16,202-785,postgraduate,25223.93,653.72,0
42,male,general,93083.77,101-125,postgraduate,20981.93,629.95,1
51,male,general,90337.33,102-500,postgraduate,8031.93,,1
40,male,sc,88586.18,300-951,high_school,10572.7,687.36,0
47,male,general,81392.87,102-495,postgraduate,28870.29,751.62,1
60,male,general,83946.48,101-919,high_school,29047.2,,1
44,female,st,23656.87,400-467,high_school,15625.34,752.36,0
46,male,st,76418.76,401-411,graduate,39016.47,659.43,0
64,female,obc,77906.63,200-196,graduate,15010.17,704.39,0
42,female,general,64870.59,100-421,postgraduate,27315.42,754.36,1
28,male,sc,82153.73,301-402,postgraduate,21262.84,671.32,0
51,male,general,98894.23,100-861,postgraduate,25962.53,,1
51,male,obc,76968.68,201-927,high_school,33086.8,659.4,1
31,female,general,67354.01,100-119,graduate,31816.08,,1
53,male,st,94464.61,401-188,graduate,31370.58,729.62,0
23,female,st,58291.88,400-678,high_school,30221.4,699.32,0
35,female,obc,76694.31,200-535,high_school,13545.3,667.38,1
58,female,general,84697.85,101-366,graduate,35210.77,597.52,1
48,female,obc,72276.26,201-333,graduate,15457.4,677.34,1
47,non-binary,general,66512.86,100-301,graduate,24045.69,669.44,1
48,male,sc,78682.1,300-572,postgraduate,21838.06,692.98,1
28,male,general,122040.84,101-115,postgraduate,28151.11,686.42,1
63,male,general,99398.36,101-764,graduate,20637.56,766.48,1
34,non-binary,obc,75033.39,200-370,graduate,23573.4,641.7,0
55,female,obc,50960.57,202-483,postgraduate,39569.81,593.36,0
64,female,sc,54219.54,300-573,postgraduate,13342.72,617.16,0
31,male,general,105029.23,101-290,postgraduate,24977.8,,1
48,non-binary,sc,65207.84,300-894,graduate,14972.86,,0
22,male,general,87728.7,102-713,graduate,31069.15,,1
48,male,general,90976.59,100-882,graduate,18459.44,,1
40,non-binary,obc,89185.55,201-527,high_school,25346.83,702.76,0
24,male,general,104348.93,102-488,graduate,13078.02,726.71,1
50,male,obc,98476.56,200-313,postgraduate,36623.86,594.79,1
63,female,general,73172.35,102-589,postgraduate,25655.11,,1
24,male,general,78437.58,101-633,high_school,26239.89,636.74,1
60,male,obc,94812.89,200-477,graduate,32461.55,,1
58,male,general,109952.1,102-230,graduate,13737.32,687.88,1
45,male,obc,87347.1,202-345,high_school,19464.8,638.75,1
60,female,sc,69183.99,300-112,graduate,26530.49,720.67,1
34,female,general,74633.17,101-386,postgraduate,9142.1,,1
52,male,sc,95087.42,300-622,graduate,10108.36,,0
51,male,general,95713.11,101-959,high_school,17608.64,591.21,1
46,male,general,107412.2,101-259,high_school,14731.02,637.62,1
57,female,general,46494.46,102-149,graduate,21905.23,787.63,1
59,female,sc,55964.04,301-366,high_school,29701.89,661.5,0
55,female,obc,72982.21,202-240,high_school,31748.92,627.38,1
46,male,obc,95148.19,201-725,postgraduate,41284.7,658.98,1
63,male,st,97338.73,401-105,graduate,24796.38,686.55,0
45,male,general,92800.62,100-981,graduate,26389.23,728.58,1
49,female,sc,47835.63,301-869,postgraduate,24776.07,714.16,1
29,male,obc,68052.95,200-541,graduate,27882.41,,1
35,female,st,50178.47,401-927,high_school,28585.31,,0
60,female,st,61236.25,401-664,graduate,33299.06,724.81,0
42,male,st,92654.12,400-993,postgraduate,33263.87,655.52,1
43,male,general,75411.4,100-350,graduate,29674.27,,1
56,male,sc,99954.55,301-996,postgraduate,38591.56,713.04,0
35,male,sc,69858.11,301-262,graduate,25240.81,739.11,1
32,male,obc,89303.93,202-417,graduate,19495.89,596.47,1
21,female,general,59036.57,100-940,graduate,20967.59,683.87,1
31,male,st,87841.5,401-433,postgraduate,24047.49,678.29,1
43,male,general,96317.05,100-288,graduate,15247.28,648.62,1
52,female,obc,72491.56,201-153,high_school,19479.69,648.33,1
35,female,obc,88813.26,200-233,graduate,14741.46,,0
40,male,general,100569.93,102-419,postgraduate,28095.64,709.41,1
30,female,obc,54926.49,201-478,postgraduate,28184.39,795.86,1
56,female,general,73454.97,100-587,graduate,9079.76,648.66,1
44,female,obc,90231.95,202-831,graduate,19113.26,687.54,1
27,female,sc,64688.76,300-112,graduate,41426.7,697.03,0
47,male,general,108239.71,102-856,postgraduate,30668.02,729.28,1
35,non-binary,obc,50189.93,202-618,high_school,29089.03,754.71,0
59,male,general,100416.3,101-780,graduate,19021.72,685.15,1
32,female,sc,51747.75,301-780,high_school,27585.54,619.79,0
59,female,st,44478.25,400-911,postgraduate,24869.41,640.9,0
51,male,general,94687.56,100-183,postgraduate,17829.28,687.85,1
26,male,obc,92520.88,201-613,postgraduate,20555.89,741.75,0
54,female,obc,54258.51,201-917,high_school,20758.72,600.45,1
52,female,obc,65638.49,202-746,postgraduate,11601.94,615.65,0
41,male,obc,88571.18,200-186,high_school,13087.89,721.64,1
28,female,obc,72834.14,200-651,graduate,23204.78,608.85,1
42,female,obc,66186.05,202-819,high_school,17368.02,618.12,0
47,male,general,100262.93,100-347,high_school,22291.74,742.51,1
26,male,general,108711.43,101-668,high_school,10549.12,667.83,1
36,male,sc,91269.38,300-855,graduate,32211.93,663.62,0
51,female,general,66914.82,100-570,high_school,43724.31,755.26,1
45,male,obc,61783.05,202-274,graduate,34246.56,621.54,0
64,female,general,74192.19,102-594,postgraduate,35174.81,610.48,1
30,male,sc,70733.07,301-628,graduate,30635.1,769.61,0
55,female,obc,61792.67,202-462,postgraduate,27390.27,692.83,0
39,male,general,100194.66,100-710,graduate,25778.71,717.38,1
30,male,general,113662.41,102-489,graduate,16769.26,662.89,1
62,female,obc,88792.52,202-888,graduate,31210.5,674.14,0
48,male,st,69102.94,401-811,graduate,30676.38,641.29,0
44,female,obc,44577.92,201-823,graduate,20832.91,697.5,1
33,non-binary,obc,77060.04,201-572,high_school,29734.04,725.73,0
59,non-binary,sc,68393.99,300-276,high_school,18754.49,690.78,0
22,female,general,50173.74,101-751,high_school,19327.7,738.35,1
26,male,obc,90767.56,200-161,high_school,31975.95,716.43,1
28,female,general,75365.57,100-565,graduate,28874.75,622.34,1
49,female,general,49777.88,101-147,postgraduate,22912.5,672.04,1
25,male,obc,77075.8,202-575,postgraduate,21871.0,,1
56,male,sc,74481.76,300-716,graduate,26572.95,721.44,1
29,female,st,51028.36,401-476,postgraduate,8481.4,,0
50,male,sc,93215.6,301-474,high_school,18180.08,,1
56,female,obc,58429.27,200-210,postgraduate,13614.02,735.75,1
59,non-binary,general,77274.44,100-371,high_school,25106.68,577.39,0
33,female,obc,94446.49,201-499,graduate,34797.57,646.83,1
24,male,st,68611.66,400-876,high_school,29294.43,651.49,0
54,male,obc,81858.09,200-907,graduate,20396.52,693.85,1
40,male,obc,100493.24,200-957,high_school,18640.63,710.4,1
62,male,obc,104832.6,200-190,graduate,18215.2,679.93,1
29,female,sc,61307.21,300-366,postgraduate,42996.55,607.68,0
46,female,st,79325.55,401-516,postgraduate,25612.56,702.37,0
26,male,sc,87944.38,300-676,graduate,26797.76,687.04,0
42,male,obc,63334.55,201-731,graduate,5999.83,599.22,1
21,female,general,68357.94,102-806,graduate,14371.55,663.75,0
54,male,obc,83006.23,200-545,postgraduate,24602.41,700.57,1
47,female,general,86373.36,101-600,high_school,20516.54,,1
25,male,st,95504.74,401-963,graduate,26197.52,620.1,0
42,female,obc,40744.33,202-315,postgraduate,26078.91,723.46,0
39,male,obc,109904.45,201-822,high_school,30404.07,620.79,0
50,female,general,80151.15,100-739,postgraduate,8177.55,610.12,0
42,male,obc,86457.53,200-225,high_school,15052.94,613.36,1
41,female,obc,61901.81,200-932,graduate,24103.49,713.28,1
57,male,general,114490.48,102-868,graduate,19173.37,687.14,1
43,male,sc,55898.83,300-800,graduate,22207.5,662.69,1
56,female,general,73235.57,100-213,graduate,25981.25,705.18,1
59,male,obc,106307.73,200-225,postgraduate,18295.6,682.25,1
58,male,general,93758.02,101-714,high_school,26730.43,686.08,1
63,male,obc,100070.74,200-196,graduate,29895.86,663.31,1
51,male,obc,92444.16,201-201,high_school,25585.71,623.48,0
45,male,sc,72523.45,301-459,graduate,31486.55,773.02,0
44,non-binary,general,65173.58,101-104,graduate,5443.53,757.02,1
29,male,st,91967.01,401-748,high_school,19725.69,767.46,1
57,female,obc,54100.11,202-585,high_school,33030.98,650.34,0
51,non-binary,general,55155.87,100-170,postgraduate,17220.82,642.49,1
59,male,general,96713.58,100-588,graduate,15999.47,657.21,1
51,female,general,59816.86,100-148,graduate,23863.59,739.08,1
42,female,sc,38712.49,300-163,graduate,24844.13,679.99,1
33,female,general,68004.46,100-536,high_school,20187.73,,1
64,male,obc,101741.87,202-549,graduate,41592.16,700.01,1
53,male,obc,91282.1,200-404,postgraduate,27578.42,639.5,1
59,male,sc,68572.63,300-658,graduate,16874.05,605.45,0
46,female,obc,69745.25,200-448,postgraduate,12044.43,,1
43,non-binary,sc,79492.19,301-627,graduate,28650.19,651.62,1
22,non-binary,general,107482.48,102-414,postgraduate,16660.79,679.25,1
24,male,sc,103685.82,301-742,postgraduate,44373.57,532.33,1
52,female,general,52924.98,101-620,high_school,28851.49,,1
30,male,general,107013.16,101-243,high_school,30039.75,677.52,1
24,female,st,57591.33,400-716,postgraduate,27238.18,596.6,1
55,male,general,78870.61,101-804,graduate,35094.12,598.47,1
48,female,general,70973.13,101-159,high_school,3441.86,682.13,1
25,female,obc,89861.47,201-648,high_school,14170.57,718.59,1
42,male,general,111742.1,101-810,high_school,34307.24,630.96,1
41,male,general,80811.7,101-203,postgraduate,38505.22,665.58,1
21,female,obc,63192.04,200-910,graduate,13882.46,666.85,0
47,male,sc,90383.44,300-472,high_school,8632.32,594.07,0
38,female,sc,31281.35,300-763,graduate,26507.7,745.11,1
59,female,general,43263.87,101-908,graduate,29368.71,669.94,1
26,female,obc,65164.79,202-989,graduate,26326.44,670.53,1
58,male,sc,85847.45,300-624,postgraduate,24463.34,700.51,0
21,male,general,69256.53,101-733,graduate,8333.3,594.2,1
54,male,general,100431.63,102-326,postgraduate,21624.91,730.6,1
55,non-binary,general,91717.48,102-360,postgraduate,22966.89,737.78,1
38,male,obc,87943.78,202-864,postgraduate,20065.84,,1
33,male,general,95837.37,100-458,graduate,7731.35,705.42,1
27,male,obc,98999.76,201-839,high_school,30262.63,662.07,1
35,non-binary,st,69646.41,401-145,graduate,32791.86,727.48,1
50,male,general,71639.28,102-296,graduate,17848.2,634.74,1
52,female,obc,50328.3,201-252,postgraduate,23326.26,678.22,0
28,female,general,61458.05,100-573,graduate,20527.8,681.5,0
21,female,general,54948.42,100-172,postgraduate,20615.27,,1
45,non-binary,sc,85537.56,301-409,graduate,29438.49,738.8,0
46,female,obc,71882.66,201-986,high_school,29655.87,800.35,1
64,non-binary,st,47963.84,400-814,graduate,34672.94,673.96,1
54,male,obc,87999.3,200-783,high_school,34485.36,705.87,1
45,female,general,82825.49,100-221,postgraduate,23453.75,635.87,1
47,female,obc,53952.65,200-427,graduate,50578.94,736.76,0
49,female,general,78922.17,102-711,postgraduate,38949.57,651.54,1
40,female,sc,74864.52,301-119,graduate,19076.74,850.0,0
50,non-binary,obc,89525.97,202-490,high_school,26139.39,588.11,0
29,female,general,69525.66,100-934,high_school,7127.68,798.11,1
57,male,obc,108514.35,202-174,postgraduate,25245.32,734.52,1
58,male,obc,83688.67,201-914,graduate,40063.25,618.28,1
40,male,sc,118302.34,301-274,high_school,50031.74,807.57,0
41,male,general,98371.89,102-270,postgraduate,23908.49,628.94,1
42,male,general,111055.12,101-275,postgraduate,28013.94,662.71,1
56,male,general,89931.88,102-937,graduate,30447.81,608.69,1
28,male,general,101991.8,100-642,graduate,42817.33,671.95,1
36,female,obc,70608.49,200-774,high_school,16153.23,,0
48,male,general,81996.33,100-429,postgraduate,48899.62,,1
51,female,general,53581.79,100-885,high_school,22146.35,814.11,1
34,female,obc,60136.96,200-623,postgraduate,14468.61,651.79,0
26,male,general,110474.66,100-639,postgraduate,22162.65,528.61,1
43,male,st,56360.01,401-776,postgraduate,17713.55,715.67,0
49,male,obc,85920.11,200-795,high_school,28773.3,649.73,0
54,non-binary,general,94838.22,100-712,graduate,10128.45,780.01,1
21,male,obc,73750.19,202-206,high_school,26274.76,678.1,0
21,male,general,112554.61,101-879,graduate,30975.72,638.25,1
38,female,sc,39710.9,300-334,postgraduate,38345.51,624.29,0
45,non-binary,obc,59668.42,201-995,high_school,31125.45,714.26,0
21,male,obc,88938.9,200-446,high_school,37791.47,664.86,0
28,male,st,108228.43,401-207,graduate,19548.99,760.72,1
39,male,sc,74539.9,300-384,high_school,28547.71,668.42,1
33,male,sc,59238.52,300-615,graduate,4936.96,757.8,0
52,male,general,75372.9,100-451,graduate,23974.11,604.09,1
22,female,general,80047.27,102-844,high_school,28480.76,,1
60,female,obc,44033.64,202-713,high_school,29295.09,725.61,1
28,female,obc,79631.5,201-291,graduate,10833.31,654.46,0
40,female,obc,63977.07,200-584,high_school,21488.51,665.5,0
64,male,sc,83048.2,300-807,graduate,22743.16,624.33,0
50,female,general,71162.26,100-901,high_school,21138.32,620.3,1
64,female,general,55787.12,100-455,high_school,31525.05,714.96,1
21,female,obc,64930.21,201-931,high_school,23048.55,678.96,0
52,non-binary,general,59796.98,102-132,high_school,25893.94,621.69,0
24,male,obc,109884.47,202-708,high_school,20593.42,723.48,1
47,male,sc,69117.87,300-803,postgraduate,34583.42,744.62,0
35,male,obc,97144.33,200-482,graduate,35253.11,674.01,1
55,male,obc,76513.5,200-109,graduate,22224.92,735.18,1
26,non-binary,obc,65035.14,201-717,high_school,50655.3,624.9,0
60,male,obc,85766.35,201-407,graduate,18101.7,711.75,1
42,female,general,108738.87,101-236,high_school,34064.77,688.9,0
43,female,obc,62797.75,200-241,graduate,16440.99,636.46,0
46,male,obc,79498.58,200-791,high_school,31957.22,792.92,1
22,male,general,88776.22,101-268,postgraduate,31255.04,692.8,1
34,female,obc,41934.58,201-535,high_school,15894.36,,0
52,female,sc,53221.0,300-972,high_school,23824.57,681.08,1
63,male,general,120915.21,102-782,graduate,41809.66,632.17,1
64,male,obc,95704.55,202-591,postgraduate,17671.29,616.37,1
44,female,st,66647.61,401-574,graduate,28616.79,655.28,0
32,male,sc,70760.79,300-250,high_school,28019.35,659.01,1
42,female,general,64153.21,102-501,high_school,24619.45,635.77,1
41,male,obc,93854.64,202-230,graduate,9419.83,,1
38,male,st,71845.7,400-175,graduate,32457.63,637.88,1
36,male,obc,96600.09,200-198,graduate,25104.55,628.73,1
59,male,general,103616.0,100-645,graduate,34934.61,614.79,1
38,male,general,102599.87,100-274,high_school,27085.82,609.49,1
22,male,sc,81384.83,301-234,graduate,25580.22,736.51,0
52,non-binary,obc,87772.76,201-879,high_school,28352.87,694.2,0
50,male,general,91393.36,102-209,high_school,16112.22,717.97,1
37,male,general,90116.51,100-734,high_school,39022.96,736.01,1
48,male,sc,103681.55,300-474,postgraduate,21621.27,661.67,0
62,male,obc,75502.47,201-620,graduate,21736.95,,0
61,female,sc,31658.44,300-120,high_school,36630.67,,1
55,male,obc,78850.57,200-100,high_school,27226.08,,1
46,female,st,59421.39,400-834,high_school,22871.95,700.55,0
22,male,sc,101470.27,301-527,graduate,28724.38,687.95,1
43,non-binary,general,67252.74,100-164,graduate,30633.86,687.86,1
57,male,obc,116407.73,202-408,high_school,23934.94,735.84,1
58,female,general,67380.76,102-555,high_school,33300.97,,1
55,male,st,80382.59,401-221,graduate,13565.01,697.22,0
64,male,general,83100.87,102-591,high_school,27356.29,754.78,1
43,female,obc,90318.97,201-575,graduate,32202.43,694.67,0
25,female,sc,53395.96,300-641,postgraduate,30596.16,,1
42,female,general,48352.17,102-828,graduate,4830.55,602.03,1
35,male,sc,117907.36,301-471,graduate,23860.67,850.0,1
57,female,general,72511.38,102-898,graduate,14073.67,592.5,1
55,female,obc,74183.63,200-526,graduate,36571.95,,0
39,female,obc,86541.84,202-510,postgraduate,21483.93,648.67,0
38,male,general,103602.48,100-689,graduate,35572.33,795.94,1
28,female,obc,76648.45,201-655,postgraduate,14046.61,646.97,0
22,female,st,54760.55,400-110,postgraduate,28515.79,704.3,0
34,non-binary,general,86772.25,101-983,high_school,25071.47,,1
31,male,obc,90521.79,201-947,postgraduate,49876.62,622.79,0
32,male,sc,83217.06,301-352,graduate,35601.35,711.37,1
64,female,sc,57176.03,300-602,graduate,35024.96,640.46,0
50,male,general,89444.59,101-792,high_school,43250.27,691.42,1
45,female,st,61061.29,401-927,high_school,27553.91,714.47,0
28,male,general,102025.83,102-626,high_school,24104.44,784.87,1
58,male,obc,102464.83,201-117,high_school,23078.29,610.58,1
49,female,obc,71954.49,202-711,postgraduate,27950.35,671.6,1
43,male,sc,111500.6,301-183,high_school,2000.0,673.87,1
41,male,general,109736.82,100-703,graduate,25020.94,680.05,1
45,female,general,64098.47,101-628,high_school,27041.12,821.28,1
57,female,sc,61843.0,300-675,high_school,23597.35,670.47,0
52,female,general,86777.77,101-270,high_school,11221.83,541.37,1
42,male,obc,77700.38,202-543,graduate,23651.47,669.09,1
50,male,obc,119199.39,201-655,graduate,11196.71,,1
61,non-binary,obc,61655.05,202-369,graduate,40963.82,666.74,0
35,male,general,107603.86,100-263,graduate,22683.85,,1
60,male,general,95092.41,102-300,high_school,6435.66,607.33,1
47,male,st,81286.95,400-871,high_school,23141.4,798.77,0
29,female,obc,44759.22,200-517,graduate,33058.59,,0
63,female,general,79705.0,101-694,high_school,26584.7,669.43,1
51,female,general,48962.99,101-562,graduate,16775.3,,1
37,female,general,46801.22,101-849,postgraduate,18895.77,632.22,1
30,male,st,98235.84,401-557,graduate,22418.37,713.13,1
61,male,general,120054.48,102-183,postgraduate,21043.03,611.3,0
57,male,general,85658.56,102-277,high_school,13663.9,721.29,1
22,male,obc,105043.53,200-111,high_school,24391.62,617.6,1
48,male,general,106151.37,101-847,high_school,12996.39,705.88,1
26,male,general,93718.74,101-696,graduate,33541.4,787.43,1
33,male,st,100701.44,400-782,postgraduate,34639.95,685.14,1
45,female,obc,60709.29,202-742,graduate,15971.31,,0
31,female,general,74245.48,101-841,postgraduate,18550.2,681.97,1
43,male,obc,73447.22,200-987,postgraduate,21193.0,706.42,0
39,male,general,78045.59,102-687,postgraduate,24716.34,729.55,1
46,female,general,83366.63,101-326,high_school,27311.63,761.05,1
56,female,obc,70716.87,201-191,graduate,29167.47,763.85,0
27,female,obc,61005.6,201-630,high_school,28957.5,672.8,0
56,male,sc,110209.83,300-792,graduate,38984.79,643.73,1
30,female,sc,82062.42,301-604,postgraduate,25543.28,618.48,0
22,male,general,101148.35,101-372,high_school,13277.67,650.3,1
40,male,st,61620.83,401-747,high_school,10517.37,706.21,0
34,male,obc,89437.61,200-502,high_school,39722.08,605.82,1
29,male,general,83343.85,101-357,high_school,29586.9,629.02,1
39,male,sc,84753.19,300-856,graduate,26858.07,,0
59,male,general,81891.84,101-618,high_school,29041.1,644.44,1
46,female,obc,46252.84,200-354,high_school,26442.42,700.35,1
53,male,obc,59323.41,200-395,graduate,28898.7,635.21,1
27,male,general,97341.6,102-613,graduate,21646.7,695.83,1
24,male,sc,51317.32,301-480,graduate,34496.77,637.55,0
35,male,general,90516.63,102-244,high_school,20276.21,575.39,1
55,male,sc,93221.56,301-648,high_school,16870.42,732.58,0
59,male,general,84890.66,100-719,high_school,9782.4,641.73,1
25,male,general,79812.4,101-100,graduate,22860.48,666.33,1
41,female,general,66050.14,102-582,graduate,36407.52,,1
38,female,sc,43899.52,301-618,postgraduate,20883.85,709.95,0
53,male,general,97599.21,100-398,graduate,12593.07,698.32,1
30,female,sc,41040.38,301-404,graduate,27563.45,709.82,0
42,female,general,65537.09,102-385,graduate,19140.39,649.78,1
58,non-binary,obc,67650.11,201-500,graduate,38934.4,677.26,0
41,female,general,66838.7,100-829,graduate,34671.38,702.94,1
55,female,general,89892.12,100-521,high_school,13561.95,,1
48,female,st,56797.35,401-993,graduate,23434.95,696.86,0
47,female,obc,70062.22,200-438,graduate,18202.56,624.82,1
32,male,obc,82252.9,201-728,postgraduate,14555.46,694.73,0
64,male,obc,94125.59,200-593,high_school,24496.59,670.93,1
31,male,obc,87152.75,202-785,high_school,32364.09,570.07,1
61,male,obc,91415.18,202-898,postgraduate,24264.63,578.52,1
64,male,sc,92585.24,301-560,high_school,20354.64,676.34,0
43,male,obc,83996.73,202-544,high_school,5143.87,680.98,1
59,female,obc,57427.36,202-947,postgraduate,19007.66,663.79,0
52,female,obc,56190.19,200-939,postgraduate,29966.24,728.63,1
53,female,obc,55919.92,202-996,postgraduate,12922.53,628.57,0
24,male,obc,93425.29,202-240,postgraduate,36543.06,603.76,1
27,male,obc,85904.25,200-103,graduate,19747.29,634.59,1
24,female,obc,83971.39,201-493,graduate,26743.48,646.46,1
22,female,sc,93008.28,300-759,graduate,21407.75,676.8,0
57,non-binary,st,55548.81,401-165,graduate,14413.15,636.13,0
28,female,st,58116.04,401-435,postgraduate,28962.66,562.21,0
21,female,sc,70032.11,301-622,postgraduate,19617.89,538.69,0
62,male,obc,87279.51,201-291,graduate,17502.72,686.77,0
33,male,sc,69578.52,300-757,graduate,3614.66,617.9,1
56,male,general,119334.43,100-306,graduate,36724.18,569.71,1
63,female,obc,72606.2,200-855,high_school,25055.34,,1
44,female,general,71461.67,101-413,graduate,34959.12,764.98,1
61,male,general,115307.31,101-638,graduate,30581.73,,1
63,female,st,64783.26,400-589,graduate,34957.89,694.76,0
27,male,sc,82828.91,300-366,postgraduate,19922.7,695.23,0
27,male,obc,77327.17,202-494,graduate,12647.9,552.78,1
37,male,general,88093.36,102-860,postgraduate,31864.24,728.88,1
45,male,obc,107867.52,202-592,postgraduate,26171.79,748.19,1
55,non-binary,obc,82049.2,202-149,high_school,20802.7,781.02,0
29,male,sc,80886.67,300-741,postgraduate,31684.42,655.93,0
29,female,st,78731.88,400-264,graduate,27773.18,617.57,1
34,female,general,64798.9,100-536,graduate,30750.45,754.72,1
32,male,general,108825.25,101-521,high_school,15798.45,707.44,1
62,male,general,98080.55,100-537,graduate,33798.55,728.11,1
38,female,general,94061.34,102-127,high_school,24958.32,644.41,1
59,male,general,105542.64,102-344,postgraduate,34763.83,694.94,1
23,female,general,67646.23,100-145,graduate,33714.28,622.06,0
25,male,general,92496.78,100-473,graduate,31176.68,679.71,1
56,female,general,66784.78,101-658,high_school,23999.86,,1
31,female,general,56844.44,100-688,high_school,31386.12,808.9,1
24,male,obc,71866.16,202-158,high_school,34997.07,710.17,1
